call_to_arrival,assign_to_arrival,demand_met
12.385631521173915,11.875018714577314,1.0
12.127538389625345,11.616265548770878,1.0
12.453345475216981,11.932188455588431,1.0
12.252126987213211,11.741581476141217,1.0
12.49988447367509,11.966880751599234,1.0
12.488046697586752,11.96064253702117,1.0
12.539967224568475,12.016745058954262,1.0
12.470669214560493,11.954687808434967,1.0
12.158190569023795,11.65580343571145,1.0
12.365615636756312,11.830027304515657,1.0
12.515722334725702,11.974616995926777,1.0
12.376736929127123,11.852300919358855,1.0
12.151574541030204,11.645278216875413,1.0
12.372363503304392,11.829111391270331,1.0
12.466301795229654,11.915824776793485,1.0
12.248406244014728,11.725040706677575,1.0
12.352493843641215,11.844403417314851,1.0
12.26111872717666,11.736579607779879,1.0
12.378230745300412,11.846148020611604,1.0
12.460077219916919,11.949509237581141,1.0
12.65365976261694,12.124283770535255,1.0
12.183019524017492,11.67966931110096,1.0
12.375233948116055,11.866220757742463,1.0
12.341736897455124,11.809126599825548,1.0
12.332383823201189,11.807428410667201,1.0
12.56795661461603,12.036270054473938,1.0
12.390291971088443,11.873537993204929,1.0
12.27966412707849,11.761875446635704,1.0
12.381438520533976,11.859484700334455,1.0
12.229737671699736,11.699265832141693,1.0
