run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,20.052951362279344,19.406479331071782
2,1.0,19.708432569710258,19.080330050112966
3,1.0,19.73132749839748,18.979138742596355
4,1.0,19.9673108691031,19.30978512621392
5,1.0,19.68229719244096,19.077442771510363
6,1.0,19.799064259758374,19.17964539815848
7,1.0,19.71896696398995,19.062633166627776
8,1.0,19.600781034353197,19.028103246635855
9,1.0,19.6183884304226,18.997698376241566
10,1.0,19.38758644907513,18.701207676905543
11,0.0,17.00763859319636,16.43898628077937
12,0.0,16.01162324787212,15.4599585662809
13,0.0,16.457008123428746,15.855478276319031
14,0.0,16.23682401392622,15.633961632041641
15,0.0,16.237730161688646,15.695477470136556
16,0.0,16.470414026660997,15.92939009674274
17,0.0,16.259559870211888,15.657339590308112
18,0.0,16.42585811069029,15.789840387364183
19,0.0,16.015446473859633,15.476979002461862
20,0.0,16.289035393784783,15.714740995472647
21,0.0,15.895834617839323,15.298657615550527
22,0.0,16.262289798204666,15.682414283118694
23,0.0,16.481659309248265,15.897171339379291
24,0.0,16.241796900387733,15.626638632073671
25,0.0,16.316779514994757,15.72903321534809
26,0.0,16.927326216873777,16.358126354397516
27,0.0,16.42190774157622,15.853887055510777
28,0.0,16.36539144068134,15.760029199798375
29,0.0,16.59486202318768,16.013418681652816
30,0.0,17.124281408651488,16.52201701001155
31,0.0,16.988362633986657,16.37846253259605
32,0.0,17.28937616358015,16.652610350286913
33,0.0,16.88235087915428,16.218441873414925
34,0.0,16.49619544958681,15.934259818547153
35,0.0,17.30943197083552,16.724203582097875
36,0.0,16.780216578337374,16.22907418547433
37,0.0,16.87610093039145,16.336726065068277
38,0.0,17.094431366925413,16.557726365448524
39,0.0,17.83122075969327,17.238942377091032
40,0.0,17.52937307862929,16.952086742190293
41,0.0,17.31039991591237,16.692316309081978
42,0.0,16.986230064708867,16.367826012316694
43,0.0,17.14087886522589,16.583142465567153
44,0.0,17.416422718079748,16.823446164256854
45,0.0,17.304708294352796,16.74131935253401
46,0.0,17.213549666071735,16.632805310538632
47,0.0,17.451717053332395,16.812677745186896
48,0.0,17.76454060117303,17.10542895852284
49,0.0,17.239481137675764,16.688419964797482
50,0.0,18.030574943109094,17.42356995365874
