run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,19.76803770269939,19.120564499745026
2,1.0,19.54049563175861,18.970651150418334
3,1.0,19.737679838336025,19.110419562902514
4,1.0,19.594084848329505,18.981454020360463
5,1.0,19.411733276409127,18.847736814911652
6,1.0,19.63034824790957,19.01875281500723
7,1.0,19.397692866204242,18.80826554988894
8,1.0,19.79689910146575,19.153277944692427
9,1.0,19.869932118138514,19.20965402381867
10,1.0,19.50874310184249,18.877260998991847
11,0.0,16.593378668229036,16.009241540200758
12,0.0,14.611738008143139,14.095156215080491
13,0.0,17.463206757997135,16.85396060129213
14,0.0,14.553019025691535,14.027999578233823
15,0.0,15.505779148985324,14.97557034588567
16,0.0,14.372684703929425,13.846756123916109
17,0.0,15.504479998498741,14.964770526477613
18,0.0,16.081160158781866,15.532404756003048
19,0.0,14.163546168236241,13.647294635888413
20,0.0,13.75730675364581,13.21213498563684
21,0.0,14.132137142014217,13.589284933907702
22,0.0,14.598945109731934,14.083841520685167
23,0.0,17.288689355423465,16.697606080387533
24,0.0,18.66913947644384,18.055846192825715
25,0.0,15.374240455737953,14.80185931065762
26,0.0,14.591361993593594,14.067260339563692
27,0.0,14.591690741488355,14.062402560619603
28,0.0,14.54008213540735,14.009420594785194
29,0.0,14.671403207893698,14.124760340281767
30,0.0,14.495208289326314,13.967111127660974
31,0.0,14.516021214965148,13.995425606418324
32,0.0,14.524316620486786,13.99946806374893
33,0.0,14.595611598176408,14.048810039256022
34,0.0,14.614250502010139,14.100017794915097
35,0.0,14.536920873434998,14.01218701551555
36,0.0,14.561696632926708,14.04159887859872
37,0.0,14.53597996599132,14.010718043816555
38,0.0,14.60688929097622,14.06618605156289
39,0.0,13.854073402305163,13.34085653406978
40,0.0,12.801457924455958,12.272869863515714
41,0.0,13.111651372785234,12.592336097975798
42,0.0,13.584750086350025,13.067759665287765
43,0.0,14.368075038179589,13.859515199440724
44,0.0,14.617644228166592,14.067749881250716
45,0.0,14.487115629839172,13.95977669556446
46,0.0,14.55911418177458,14.028136258215978
47,0.0,13.536943947356862,13.005526999070497
48,0.0,13.907808057935128,13.375849038168068
49,0.0,13.466059776671695,12.910850278742574
50,0.0,14.551099047245659,14.001445039208367
