call_to_arrival,assign_to_arrival,demand_met
13.869417912587993,13.346819577563007,1.0
13.816472386813993,13.298193150808148,1.0
13.543942090389795,13.01699536079834,1.0
13.649343171392358,13.124562752188535,1.0
13.184585273664803,12.670913012705388,1.0
13.251784158921184,12.719099149831717,1.0
13.160871367348705,12.642507602667116,1.0
13.005033731879095,12.4479958251683,1.0
14.521579014389072,13.993761672835383,1.0
15.437960612784824,14.88301973322044,1.0
13.574665899796006,13.048966538732861,1.0
13.529884383630446,12.980345023198996,1.0
15.444609009688978,14.889502077569988,1.0
13.631728716511205,13.119070018917443,1.0
13.642149668276563,13.12710956455326,1.0
13.28904145719617,12.751379601969614,1.0
13.794663346223079,13.249762886368263,1.0
13.776535649368057,13.226096749306345,1.0
13.21270418302515,12.680573089095628,1.0
13.523996990984006,12.984879968696491,1.0
13.097678271978447,12.582427017597677,1.0
13.216437090174063,12.699066101006313,1.0
13.013033974315722,12.491962885850413,1.0
13.49541630913649,12.969907835026222,1.0
14.896771284136852,14.343535937628161,1.0
13.673667138902099,13.146841329770753,1.0
13.743310147594581,13.208873508896412,1.0
13.533873495996891,12.999966603640202,1.0
13.552685387842661,13.03293088713266,1.0
13.652852032506338,13.101474575664222,1.0
