call_to_arrival,assign_to_arrival,demand_met
16.158418413900346,15.546013718531764,1.0
16.218317540492485,15.67688173996581,0.999
16.22800743998692,15.650277605840076,1.0
16.264628523646227,15.69457590141283,1.0
16.358938907610693,15.803943873827853,1.0
16.349159843656967,15.774403437431593,1.0
16.35466057485324,15.786588359344913,1.0
16.13346043897322,15.591705238974715,1.0
16.188385995204982,15.598948046441546,1.0
16.546505681029686,15.913275481627725,1.0
16.204558743544666,15.646712932686253,1.0
16.42046593912732,15.848625670737453,1.0
16.395635503923117,15.790972246148394,1.0
16.08401382912219,15.527555998935647,1.0
16.200117702185775,15.660665424882305,1.0
16.41832565221386,15.850084092266428,1.0
16.41753583170952,15.850459337517293,0.999
16.262210156483256,15.686406548632036,1.0
16.27538207774148,15.677229211156085,1.0
16.465516757254022,15.857919377419446,1.0
16.560601575596955,16.00262971176015,1.0
16.394627880793085,15.827140921163183,1.0
16.10258974095541,15.553317082140731,1.0
16.11210361543907,15.572769538048128,1.0
16.447191444171747,15.87741854196934,1.0
16.234185659042822,15.637607602563094,1.0
16.19910634209361,15.585648070288089,1.0
16.358379344527506,15.804745724806667,1.0
16.24210527910959,15.658063932646485,1.0
16.401777437873825,15.860405555863213,1.0
