call_to_arrival,assign_to_arrival,demand_met
15.729770841909508,15.17706383458028,1.0
15.974636066962017,15.417402315012652,1.0
17.028352553284865,16.386018242261184,1.0
16.82014397524607,16.258461115972203,1.0
15.558318543534426,15.024040504742496,1.0
16.77974750566524,16.200651425416243,1.0
16.681710585413548,16.125640621248994,1.0
17.849832744538357,17.278165560706434,1.0
17.483291233447222,16.90159977863776,1.0
16.441754384828535,15.872043936404955,1.0
17.040600689593095,16.437268626381844,1.0
16.383445323572413,15.820917327097286,1.0
15.919817795475767,15.319675527460504,1.0
16.259177140954943,15.724117194491368,1.0
15.351498233761498,14.748318901587396,1.0
15.16828295927609,14.631819929240725,1.0
16.2583389944816,15.708762515107525,1.0
15.662057641740912,15.115700201837143,1.0
16.336631365676197,15.723345195630284,1.0
16.157575050816476,15.584491675670998,1.0
17.171500686261915,16.610942553930848,1.0
17.063009821992694,16.447404793669044,1.0
18.212638820163313,17.597632649956697,1.0
18.0516840130649,17.43578451444378,1.0
18.51425032356314,17.91498859653282,1.0
17.69208730974824,17.090839910803084,1.0
18.164964111725894,17.55415218542211,1.0
18.395390811405406,17.80045229333759,1.0
18.153490741210593,17.555603218865176,1.0
18.01341242188278,17.43728777876836,1.0
