run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,19.94866744347759,19.342906656022468
2,1.0,19.81087277196559,19.14839445647349
3,1.0,19.751016945227327,19.076502357384626
4,1.0,19.84437084476796,19.238736884197106
5,1.0,19.935987584368803,19.305210196553624
6,1.0,19.747098861712836,19.063661179468202
7,1.0,19.59357427859547,18.933309392306363
8,1.0,19.745119743643126,19.113629913505935
9,1.0,19.691636605377024,19.024550864503013
10,1.0,19.589548710647883,18.990922549594355
11,0.0,15.242165002068434,14.717067750444977
12,0.0,17.93035844976703,17.338268820232074
13,0.0,17.026760973679437,16.45972704577817
14,0.0,18.129957064554073,17.517346689625242
15,0.0,17.542493942465335,16.963654862195042
16,0.0,18.28307569773707,17.679214711622535
17,0.0,18.37335694779613,17.77033397284698
18,0.0,15.56720917921671,15.00391067208401
19,0.0,15.750337788749402,15.196207136382693
20,0.0,18.70728783382441,18.104748261520452
21,0.0,19.065390721467352,18.49271605180462
22,0.0,16.790933939371293,16.215472241151133
23,0.0,17.008260928198666,16.44435890003997
24,0.0,17.241851259169472,16.602602079387825
25,0.0,13.97441292317041,13.43120559821232
26,0.0,16.54384407626254,15.951253111854754
27,0.0,16.290825106559165,15.751068372297997
28,0.0,16.530025672266724,15.937415039919456
29,0.0,18.156741219972893,17.512848101922344
30,0.0,16.082435152429746,15.411254051091397
31,0.0,16.487125753946238,15.903359743007488
32,0.0,17.487166428860775,16.94522584873603
33,0.0,18.011589551029694,17.379691154287915
34,0.0,17.41710137466691,16.851386745297624
35,0.0,18.53636212628616,17.958911088620617
36,0.0,18.967604978224575,18.397873059271852
37,0.0,19.25450007710906,18.636370825750376
38,0.0,15.289594666265527,14.731233504837274
39,0.0,15.92755819375727,15.349336787970632
40,0.0,16.5296529382358,15.925180131044222
41,0.0,17.69025102094551,17.11100015432192
42,0.0,19.86436362573569,19.189636274733843
43,0.0,15.853294333569234,15.295623217688256
44,0.0,18.050460007577964,17.46254946026159
45,0.0,18.428970535118573,17.83314221478054
46,0.0,18.525950181197555,17.917753169281145
47,0.0,18.70039765548383,18.05843251726208
48,0.0,17.525921820706547,16.95482406022051
49,0.0,18.04117512372628,17.50644930168854
50,0.0,19.2545888753326,18.59329218200292
