call_to_arrival,assign_to_arrival,demand_met
17.105162226026486,14.133763677928464,1.0
16.75350925799076,13.995947252874263,1.0
16.303804268612694,13.837222974630503,1.0
16.938396452107153,14.166947095104918,1.0
17.26569706914659,14.175908691547473,1.0
17.17131150894124,14.087316278701621,1.0
16.960490473275904,14.017824437772221,1.0
17.42348912913548,14.110907590783123,1.0
16.79562788869868,13.926316371157812,1.0
16.955758895046586,14.079448023870386,1.0
16.456798588242737,13.93304533484969,1.0
17.487568011329273,14.228122689873715,1.0
17.329697926909997,14.118248581817891,1.0
16.374020228284074,13.895762046069422,1.0
16.630943469722837,14.01602100082626,1.0
17.03899903266239,14.08370973395172,1.0
17.016713701182695,14.119508858810715,1.0
16.91227344557243,13.983686267096779,1.0
17.53972984345367,14.223258828636027,1.0
16.944104848985827,14.115075219662826,1.0
17.24918049319636,14.236472326386197,1.0
16.8968664156251,14.025870881175933,1.0
16.932034898357163,14.093422186214223,1.0
16.445890737776132,13.926362602504092,1.0
17.05218187356565,14.175799099736784,1.0
17.193300958555728,14.353957071675437,1.0
16.729094568241646,13.974874462607177,1.0
16.547439563282516,13.936496503779729,1.0
17.407207859832376,14.251554508878638,1.0
16.70721123336631,13.956252006086471,1.0
