run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,30.293653403272142,24.770056675307202
2,1.0,30.813139994914202,25.102817328745125
3,1.0,30.679970194098203,24.76081840685505
4,1.0,29.997601814025366,24.79968283939299
5,1.0,30.059470467418723,24.882960769629832
6,1.0,30.412807949497925,24.770242208886614
7,1.0,29.780078544118567,24.61965391049641
8,1.0,30.627789558741252,24.749237154008426
9,1.0,30.03322125706664,24.78013618582149
10,1.0,30.050494059223066,24.512868178411583
11,0.0,16.91406119621619,13.576040084143756
12,0.0,15.751769712211884,12.849187701397206
13,0.0,14.213201672542468,11.46522944675635
14,0.0,13.785461421292887,11.296735422783666
15,0.0,13.826489559948483,11.301996011719657
16,0.0,13.876399600979429,11.025604645168727
17,0.0,13.22960638264931,10.907533109155585
18,0.0,13.724446201825858,10.840964609930813
19,0.0,14.414639413123423,11.911200211051787
20,0.0,14.693035113224525,11.902461626554492
21,0.0,15.32727531330888,12.393886973328401
22,0.0,15.684528006186738,12.552642476025028
23,0.0,15.775331832628476,12.960229897251972
24,0.0,16.587597097525027,13.848730131198222
25,0.0,19.13317688102733,15.596338699015902
26,0.0,16.496450859878156,13.707314166591368
27,0.0,16.34048004694735,13.212561688993432
28,0.0,20.835231596533088,17.428095237157763
29,0.0,20.239907384884127,16.791691673569698
30,0.0,19.08615069230096,16.04981080419923
31,0.0,19.416076481965618,15.879671942221162
32,0.0,20.61285434464789,16.74823158218307
33,0.0,19.253402927408363,15.797545180269692
34,0.0,20.912557271490034,16.996987081582624
35,0.0,20.41967782378895,16.75028256952089
36,0.0,20.251853214007248,16.520445082876822
37,0.0,19.178346843956877,15.672897259935414
38,0.0,20.65871311395082,16.967607363397118
39,0.0,21.12065361692307,17.069653949042134
40,0.0,22.375759407090527,18.326370178699513
41,0.0,18.779533483858494,15.740479483219378
42,0.0,19.61848951591213,15.845634093955045
43,0.0,19.890580341726153,16.631214561412126
44,0.0,23.94921700013078,19.75799163911629
45,0.0,21.817370423636074,17.36177338827158
46,0.0,16.407810200062865,13.124005941554145
47,0.0,17.25460358731085,14.107430612175827
48,0.0,21.69048553431668,17.58900147383349
49,0.0,19.732446169246302,16.402203156147245
50,0.0,17.74682392917425,14.597072654644123
