call_to_arrival,assign_to_arrival,demand_met
13.421782827460941,11.084885745284053,1.0
13.031496046408117,11.023325519915474,1.0
13.665949626582396,11.120085911895181,1.0
13.573315962046617,11.190210496772607,1.0
13.873852588711749,11.253978055387652,1.0
13.986927658730023,11.432569888659835,1.0
13.53135078056544,11.156389612703265,1.0
13.484594525118505,11.08844789606226,1.0
13.305205551999533,10.97834273590384,1.0
14.024663548459133,11.348386368156929,1.0
13.808214057386389,11.134255758227193,1.0
13.991102238083249,11.35516950890617,1.0
13.814961361874948,11.310229253360557,1.0
14.056120147818982,11.273097467892589,1.0
13.325003187117126,11.036434174675087,1.0
14.284137848039466,11.47738977711853,1.0
14.001306385598216,11.423224750797738,1.0
13.544213702380098,11.167247897249037,1.0
13.592108382905316,11.152693080155778,1.0
13.881668287777252,11.224547206612689,1.0
14.091175239105658,11.415662201373037,1.0
13.50234574904639,11.191243563237938,1.0
13.288203510901695,11.082662811092511,1.0
13.407527997035606,11.010189654827633,1.0
13.962333323050647,11.322444193662749,1.0
13.840987480608616,11.327792001101384,1.0
13.628763464408088,11.349071874739987,1.0
13.718228908125747,11.309912601281473,1.0
13.653859291416735,11.17598857566952,1.0
13.52570142103876,11.152838739078435,1.0
