run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,29.9122187104555,24.669978273648187
2,1.0,30.756348681207,24.934985638253494
3,1.0,30.586512152727302,24.47816124199318
4,1.0,30.9539389435259,24.752983773593193
5,1.0,30.341344254984868,25.046561433632554
6,1.0,29.806278267091972,24.804175131237404
7,1.0,30.24747579065287,24.91981526153881
8,1.0,30.0544408579998,24.5631292635243
9,1.0,30.09978416512087,24.658735727617824
10,1.0,31.038871293112916,25.014946774175208
11,0.0,18.227840659176604,15.103653638303332
12,0.0,17.92682384029143,14.900270400981709
13,0.0,17.625221961167746,14.171831058401992
14,0.0,18.341295837398718,14.792545560979791
15,0.0,17.766523794593034,14.702505438838934
16,0.0,18.098530311144746,14.742690693550129
17,0.0,18.890918399422898,15.696600974760576
18,0.0,18.808362592390587,15.176225073766718
19,0.0,18.538179840426476,15.364260056065522
20,0.0,19.544891027027578,16.258389202039783
21,0.0,18.556313880145844,15.304817976456336
22,0.0,17.959357190370397,14.710073172716683
23,0.0,17.783798159285443,14.369108256144157
24,0.0,19.009181518229248,15.591328538199905
25,0.0,18.692823585272343,15.24995940544762
26,0.0,18.9965384132843,15.54332834207461
27,0.0,17.915194893969204,14.770583319235204
28,0.0,18.643625255270145,15.300418255286704
29,0.0,18.402729715355573,15.394359665794761
30,0.0,18.323009741102425,15.29345217078413
31,0.0,19.255032069526397,15.912588792633786
32,0.0,19.220693883074073,15.815083893598166
33,0.0,19.533365819900347,16.092342056168967
34,0.0,18.406649046503844,15.250189559843694
35,0.0,20.288689266175407,16.661680904685724
36,0.0,21.30596896163078,17.379910287378248
37,0.0,20.979718043611296,17.126789956722718
38,0.0,19.13517133065265,16.027451527015934
39,0.0,19.54091184011887,16.21576427611435
40,0.0,20.242432960994933,16.77694351655421
41,0.0,20.687233769572455,16.89417590847329
42,0.0,20.87921306715043,17.318511701266885
43,0.0,21.674951468490967,17.756828537474604
44,0.0,20.343339325970664,16.483111711275768
45,0.0,19.280924373309663,15.54216314126857
46,0.0,20.26246592429261,16.472282634862577
47,0.0,22.182887645050762,18.075266024366375
48,0.0,22.407370263813277,18.631252394550287
49,0.0,22.325719517993978,18.255085698161906
50,0.0,20.334018233712023,16.627701122407206
