call_to_arrival,assign_to_arrival,demand_met
30.723799358562175,24.914537275597766,1.0
31.000709345557873,24.746961941813993,1.0
30.75867515287851,24.928520483625967,1.0
30.26640522686002,24.891354821710053,1.0
31.213183962001548,24.735062359908905,1.0
30.133407359446828,24.63943073432194,1.0
30.30430839546939,24.85172911595204,0.999
29.905954865919036,24.857419662323114,1.0
30.270450744811217,25.17315139685861,1.0
30.482035506923683,24.92208446805028,1.0
30.838671540452253,24.789975018116618,1.0
30.06117170818207,24.622111686556224,1.0
30.593617136290074,25.001225596100948,1.0
31.213637079432065,24.58248693784759,1.0
30.345931900548884,24.77395678555505,1.0
29.987346711098652,24.871826620257703,1.0
30.399277281512717,24.88352367719164,1.0
30.380477528656776,24.794882102077796,1.0
30.577496147854212,24.842365837032,1.0
30.417381172218384,24.691339874251092,1.0
29.947896199662164,24.795960525862675,1.0
29.98063890482912,24.815769610024446,1.0
30.690269160999254,24.87198854472923,1.0
30.324934558261436,24.738489683337537,1.0
29.98593523005345,24.865873300526506,1.0
30.179377397846686,24.74471000281809,1.0
30.38384004496304,24.843964777577593,1.0
30.650337272315497,24.753809127776247,1.0
30.070680961799336,25.011732155413892,1.0
29.965516354332077,24.793443878920783,1.0
