run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,30.391509148142987,24.934596647260705
2,1.0,30.334740005216535,24.604745068577515
3,1.0,30.833223230979964,24.708888944246667
4,1.0,30.188954421892007,24.542619714296364
5,1.0,30.15225550873502,24.821656626093976
6,1.0,30.451490069387273,24.608066513044186
7,1.0,30.699133688213113,24.759567675403797
8,1.0,30.275517627366224,24.70762027567777
9,1.0,31.470272973560164,24.954258091688846
10,1.0,30.002325105034803,24.580930422397916
11,0.0,18.67556982974784,15.449890738099663
12,0.0,18.09247286271446,15.178229719556665
13,0.0,17.809326972993883,15.028401031056783
14,0.0,18.478885832285865,15.215116688178046
15,0.0,17.918574514559015,15.05469459739688
16,0.0,19.026628153646236,15.442115661775512
17,0.0,18.710435505009766,15.416565195404143
18,0.0,18.695450311692298,15.588390578211463
19,0.0,18.55747975249724,15.306980252530519
20,0.0,18.500315376976868,15.270890601395054
21,0.0,18.946639411653905,15.744436506878573
22,0.0,18.85929807644332,15.256726281855425
23,0.0,18.757784587316525,15.593052769114712
24,0.0,18.663360745063653,15.382963164654797
25,0.0,18.618393057931655,15.464033160707553
26,0.0,19.41192296877065,15.535138117779084
27,0.0,18.707174378721632,15.338479515322978
28,0.0,18.817334581043095,15.730531138442412
29,0.0,19.455382906868415,15.692768669579204
30,0.0,18.696078582131037,15.396102480469237
31,0.0,19.482675881090692,15.717864581702166
32,0.0,18.62439881964271,15.352210889801153
33,0.0,17.87257721908558,14.840412719947766
34,0.0,18.635008727720404,15.255579459723045
35,0.0,18.649561246126048,15.323155419526287
36,0.0,18.344822257743072,15.129471036045839
37,0.0,18.916101512958925,15.309057863486029
38,0.0,18.86298683813092,15.505065559931309
39,0.0,18.89804523423078,15.639875254000668
40,0.0,18.536684254946703,15.503882526938838
41,0.0,19.282628795557994,15.525539991036517
42,0.0,18.183575223563103,15.121329012744088
43,0.0,19.092046578706903,15.589548205310479
44,0.0,18.673664439611724,15.398321137072626
45,0.0,19.113018625831046,15.18270488625987
46,0.0,18.81625243413329,15.381067632637045
47,0.0,19.08295053613417,15.607900966428303
48,0.0,18.67867932595508,15.31027658886012
49,0.0,18.72475007210702,15.377016575217667
50,0.0,18.18245193165413,15.228582144344092
