call_to_arrival,assign_to_arrival,demand_met
13.942373581003372,11.275584372803017,1.0
14.016663711244945,11.285786447341472,1.0
13.658716958322458,11.247656677556012,1.0
13.120841102239435,11.026867715341057,1.0
13.391785089826726,11.142554295913405,1.0
13.97995702228402,11.37688104088095,1.0
13.70561697191457,11.162397554671882,1.0
13.372663242731686,11.127907173408571,1.0
13.043695668057849,10.93411490682701,1.0
13.240879027261242,11.074915246712026,1.0
14.435230530098794,11.576623855024023,1.0
13.588146517981668,11.115376776337888,1.0
12.881676058795827,10.824261863731142,1.0
13.692888682786844,11.32966008000311,1.0
14.176659709143662,11.393002519372562,1.0
13.826400805118867,11.278784890204692,1.0
13.8928075531494,11.31700117904713,1.0
14.034059642705763,11.370499385876927,1.0
13.659318099419869,11.395459097809873,1.0
14.070200944207265,11.372651590545201,1.0
14.020630679356143,11.468681042176613,0.999
13.543224410330296,11.112206786022982,1.0
13.628489651564195,11.139248681874731,1.0
13.87641172699692,11.363044683651069,1.0
13.896959942440475,11.21631276534464,1.0
13.782720399788,11.31420462770769,1.0
14.111310861317584,11.43810146473645,1.0
13.730200959233981,11.343835058914689,1.0
13.74631872785676,11.284766097754824,1.0
14.060682863021066,11.486405332994059,1.0
