run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,31.103880003810197,24.49770037380625
2,1.0,30.84820989004364,24.820772436767317
3,1.0,30.83759930583191,24.90016246740856
4,1.0,30.43506661203327,24.771056089821315
5,1.0,30.561234293119643,24.710026376088585
6,1.0,30.796507314936118,25.042556134269763
7,1.0,30.344929869759117,24.846577942107466
8,1.0,29.96043647438605,24.517206568478482
9,1.0,29.895384009014126,24.4987904831332
10,1.0,30.191679041502276,24.824772092642466
11,0.6065761532401006,27.802152704545612,22.732557669292067
12,0.3679346296795588,23.247979411955846,19.184743109316532
13,0.22318037231484725,20.740262278111285,17.196426359494577
14,0.13537589171743386,18.199591538334698,14.272372780974308
15,0.08211578763940967,17.137516321261803,14.074724696397732
16,0.05,17.769376264480297,14.556439876294736
17,0.05,18.268219597751276,15.00871604033054
18,0.05,15.649624557838939,12.577103037667708
19,0.05,16.624459381579666,13.422416108631483
20,0.05,15.609562521567154,12.853225650192051
21,0.05,15.119339091885223,12.63457372610612
22,0.05,14.565394539136207,11.632093428872144
23,0.05,13.952428486436784,11.287813316372697
24,0.05,16.308383084586854,13.483620954366705
25,0.05,14.771753272476214,11.969276963827246
26,0.05,14.968240412980226,12.136878759075087
27,0.05,14.873315029418945,11.993179832814208
28,0.05,14.747884109353548,12.017453379841873
29,0.05,14.732123104682222,11.954055690190662
30,0.05,13.919777092388031,11.58396363578065
31,0.05,14.748414647326033,12.259393746361798
32,0.05,14.383902946230524,11.758629835915846
33,0.05,17.094334185594168,13.980094174605
34,0.05,20.35638952214855,16.948029070609422
35,0.05,13.592907504853699,11.22430243597065
36,0.05,14.156809402202157,11.428563366472975
37,0.05,13.98331581447416,11.167053924129277
38,0.05,14.506955800213165,11.530767058291575
39,0.05,14.388073556419782,11.509597336106157
40,0.05,13.902679529406345,11.353094624484491
41,0.05,13.818733681878186,11.307482911183705
42,0.05,14.198338939970705,11.447292815870988
43,0.05,14.896611583615805,11.555762794673905
44,0.05,13.919431152595358,11.155241248071732
45,0.05,14.004059073497187,11.257869930359373
46,0.05,14.552333308777694,11.557182810793506
47,0.05,14.52509871404556,11.477549563093623
48,0.05,14.017654585285516,11.247406217423224
49,0.05,13.900526799701273,11.287837783887062
50,0.05,14.283052948555165,11.557160925013251
