call_to_arrival,assign_to_arrival,demand_met
16.371856305551475,13.59814394060981,1.0
16.343191342243742,13.358839558691692,1.0
13.011989022740066,10.368351610571745,1.0
15.061410167082533,12.501708365519926,1.0
15.57125639438683,12.688445119729433,1.0
15.403845689832753,12.269645480929844,1.0
16.013693487857278,13.486932100689492,1.0
16.920831714205118,13.606678996161,1.0
16.27071034651488,13.688355867565724,1.0
14.01248142881769,11.656684246304698,1.0
16.274244683412533,13.019237292821034,1.0
17.462682364331062,14.541356862355006,1.0
14.494509508428376,11.55511303743562,1.0
16.517610236645982,13.802624231477896,0.999
16.3206711575092,13.579339455610711,1.0
15.856897068798915,13.260045046820638,1.0
16.40841243865909,13.558027374533685,1.0
16.259861828878115,13.663734019713372,1.0
16.87473390718047,13.655794015933271,1.0
15.77218713716435,12.862727319185833,1.0
16.073969975360626,13.289005562678064,1.0
16.561417691382637,13.877007832674888,1.0
12.516526867148297,10.402393895704083,1.0
15.502642055532005,12.35552925843082,1.0
17.128184741633355,14.609512937429344,1.0
12.554235391298041,10.201001520081467,1.0
17.776466218983522,14.772459645201888,1.0
14.05263161231773,11.544399985785121,1.0
14.410656676389022,11.654059054406693,1.0
18.33499098682573,15.120869037334678,1.0
