call_to_arrival,assign_to_arrival,demand_met
14.31116388514526,11.76376472976392,1.0
14.7607558980643,11.929454692163407,1.0
14.592426775926613,11.82487503746562,1.0
14.49529741000614,11.855839027870099,1.0
15.095944485535702,12.136536286835423,1.0
14.15102097640835,11.640640418680698,1.0
14.556028404961527,11.857690804256462,1.0
14.415621217150084,11.821803129039344,1.0
14.735596561870398,11.905157803949503,1.0
14.324510273881009,11.857935342126183,1.0
14.888154577694438,11.87374387446996,1.0
14.812767987990275,12.05159538640145,1.0
14.810577277816384,12.050263212899765,1.0
14.89457694137644,11.868324511029362,1.0
15.032814220743978,12.010214132421336,1.0
14.578375514881877,11.801958091444764,1.0
14.289111234759135,11.749002542981128,1.0
14.413844508121407,11.894586087123857,1.0
14.726808119037363,12.032784309699593,1.0
14.363518359533343,11.898355341611472,1.0
14.610347396615264,11.947792158505667,1.0
14.422213541764332,11.92139665811948,1.0
14.878403212050337,11.944848322779098,1.0
14.76044001170194,11.978496876025613,1.0
14.92055684202429,12.050427003189174,1.0
14.246119900222023,11.827942963613598,1.0
15.062139523349138,11.976819653120149,1.0
14.629828877819024,11.78951810533726,1.0
15.094534824898979,12.209181066690295,1.0
14.494022351470383,11.776287358963407,1.0
