run,exploration ,mean_call_to_arrival,mean_assignment_to_arrival
1,1.0,30.417738982585263,24.905185812845186
2,1.0,30.17305768780258,25.047476313313396
3,1.0,30.404953340732824,24.936648376642182
4,1.0,30.357845553353297,24.638628371790915
5,1.0,30.616926891109678,24.78491490173587
6,1.0,29.646346046616767,24.574198487853334
7,1.0,30.49733168651469,24.819689511209816
8,1.0,30.603275864263175,24.717369969276707
9,1.0,30.548913883290684,24.844858939681554
10,1.0,30.53179895143757,24.829420686200812
11,0.0,18.79263157899512,15.279727850051055
12,0.0,16.317850633343145,13.402010172894359
13,0.0,14.409956696136383,11.649167515304399
14,0.0,14.10095712632832,11.439203920241287
15,0.0,15.925828485322349,13.013489112749276
16,0.0,13.99527206880604,11.231970432170097
17,0.0,12.948166335466633,10.551564035048157
18,0.0,13.731148366380637,11.075302584750009
19,0.0,14.828081419348196,11.762086664370477
20,0.0,12.875881038593453,10.563277106818262
21,0.0,13.276208781120962,10.831454957862633
22,0.0,13.719698862375374,11.050555938796931
23,0.0,13.251948152483953,10.70732264220653
24,0.0,13.771835391021613,10.924474400954722
25,0.0,13.100326208092548,10.687570055563363
26,0.0,13.388675751329961,10.831937790842247
27,0.0,14.810025766366103,12.295486528005776
28,0.0,12.993796212509595,10.727223125137087
29,0.0,13.716068105549615,10.977623531175004
30,0.0,14.119041621252189,10.947310566139016
31,0.0,13.841894129632545,11.243776954222515
32,0.0,14.147607827518659,11.544912706846606
33,0.0,13.794837631572785,11.078991948590403
34,0.0,15.36961003120374,12.43900420573755
35,0.0,13.556321658290946,10.966993602059901
36,0.0,15.665651880817904,12.392686563661886
37,0.0,16.921114539653512,13.743491114902985
38,0.0,16.85200514263913,13.655366696363556
39,0.0,14.322662680736547,11.826088197622575
40,0.0,18.615502224913136,15.223783711539623
41,0.0,15.446459771417693,12.659829717334036
42,0.0,13.950567247258048,11.623904075127859
43,0.0,16.237053869805635,12.948405325743272
44,0.0,15.086879254267734,12.432742591200872
45,0.0,17.178387527856597,14.2088290887568
46,0.0,17.848231759556658,14.92668829272873
47,0.0,14.452884454616049,12.096594388919629
48,0.0,14.228205368032402,11.521006232376926
49,0.0,13.829154148950922,11.225399114691886
50,0.0,15.044185159376251,12.412264300029307
