call_to_arrival,assign_to_arrival,demand_met
13.179837508564216,12.680095725831,1.0
13.326888149755838,12.823314465337948,1.0
13.3237419202335,12.815206176690864,1.0
13.476206148593388,12.969292310613996,1.0
13.355561175020542,12.854298969735396,1.0
13.447184254874296,12.95223404472418,1.0
13.293936452170039,12.793963421857692,1.0
13.321548682594866,12.819980581810455,1.0
13.414282316560623,12.915973437985901,1.0
13.249327112964043,12.738340900768884,1.0
13.37249532287194,12.87312197480795,1.0
13.429239496574635,12.929426322968851,1.0
13.381240133992685,12.880964693341179,1.0
13.44264945760917,12.942047608369165,1.0
13.52488449183266,13.019923417721905,1.0
13.5505200983351,13.053401677883812,1.0
13.495074117785153,12.990201986584012,1.0
13.23302221787222,12.730540100779537,1.0
13.18037004809468,12.678990102022851,1.0
13.300561154065198,12.804278113871215,1.0
13.381379889610315,12.876921670731504,1.0
13.478647208590415,12.973319593802547,1.0
13.415486030098476,12.910919815191553,1.0
13.34852280354717,12.850814854661706,1.0
13.472823007011794,12.970612247780434,1.0
13.513534587303766,13.007807995368076,1.0
13.388301976262442,12.893565859276846,0.999
13.25084553823238,12.74773571071153,1.0
13.483170208219239,12.98740250426039,1.0
13.335044126457834,12.829760139113393,1.0
