call_to_arrival,assign_to_arrival,demand_met
17.256498601690446,16.74063371691746,1.0
17.377156735107533,16.866212909225194,1.0
17.12092657888212,16.59160723953513,1.0
16.101717162977707,15.599312074402592,1.0
14.663872489076056,14.159686494736391,1.0
13.879275874476559,13.380341025524665,1.0
13.489765026011035,12.985141878449777,1.0
13.911089657163012,13.411083831185586,1.0
13.637516530125655,13.141277987533561,1.0
13.521040863955673,13.025218239841045,1.0
13.606172365355128,13.102905301769145,1.0
13.560180076297625,13.04454108466853,1.0
13.256813414802618,12.749114798159923,1.0
13.42129209278,12.9254280518932,1.0
12.969322795966677,12.45964176837648,1.0
13.535800463669815,13.037268214612533,1.0
13.532911343336622,13.024165094307525,1.0
13.675360151076683,13.164462761462806,1.0
13.435794916287765,12.939729745679353,1.0
13.529911993961315,13.016371428869947,1.0
14.095331112564622,13.593450779467522,1.0
15.24221199478635,14.738033850331773,1.0
14.144309969774778,13.645669995673336,1.0
14.670371505937766,14.165421396656445,1.0
14.10210960779213,13.595618866662736,1.0
14.69538395298214,14.195812624190642,1.0
14.30602635569282,13.79554387735596,1.0
14.13434974884186,13.632704505961835,1.0
13.99830611653435,13.498658765712596,1.0
14.44142061399011,13.939913804543819,1.0
