call_to_arrival,assign_to_arrival,demand_met
11.058684032004972,10.556413170934402,1.0
10.995513839246069,10.493032498336515,1.0
11.049630617464738,10.549130453497009,1.0
11.364513181297454,10.866138527778798,1.0
11.169722643228251,10.669635510234782,1.0
11.260993347152352,10.771988557250387,1.0
11.296071162262175,10.79347172546186,1.0
11.028505818752173,10.530466535735913,1.0
11.184625838646879,10.683780895095635,1.0
11.108696384085489,10.615821126542505,1.0
11.259356310910698,10.756203495307554,1.0
11.080366809511295,10.578867236292272,1.0
10.93346105056637,10.430640898453587,1.0
11.140730121480729,10.634265626460103,1.0
11.003481829453909,10.504477190021017,1.0
11.349866010075383,10.852829633212615,1.0
11.16583663407928,10.656093091303939,1.0
11.030167027053167,10.526979934770734,1.0
11.059139419191657,10.552811268576054,1.0
11.194490210230738,10.692672065754085,1.0
11.021308932539533,10.520028633177766,1.0
11.033262605477903,10.535333289980274,1.0
11.174496257774043,10.676063694982172,1.0
10.996165063572928,10.494847542647772,1.0
11.192480810369805,10.683518935504507,1.0
11.003723719007137,10.506301750584411,1.0
11.188907599155451,10.684821394534637,1.0
11.286706777225485,10.786425281842027,1.0
11.18765338681093,10.689774132426942,1.0
10.908773275685627,10.404579390743747,1.0
