call_to_arrival,assign_to_arrival,demand_met
18.9569420095743,18.436137729956137,1.0
18.85061608033745,18.35171471381419,1.0
19.062241760806288,18.547763591835444,1.0
19.086207512724783,18.58199470677049,1.0
18.95876068366911,18.4437569784958,1.0
18.857146429170463,18.34925802771763,1.0
18.472739367535723,17.974449077494118,1.0
18.726315592580146,18.21852929713735,1.0
19.010335268780313,18.50888442828314,1.0
19.08264782367921,18.572005776771395,1.0
18.92727246956263,18.416391513918157,1.0
19.047746053127728,18.543166806650575,1.0
19.05156324173193,18.556555954776233,1.0
18.810734653592696,18.302231511095762,0.999
18.833703074357388,18.337959982660298,1.0
19.40217406059404,18.898576538999436,0.999
18.844300064132415,18.336485916963202,1.0
19.172140493752824,18.674122984428006,1.0
19.08245352418987,18.578229351187243,1.0
18.869246560444086,18.365662168471335,1.0
19.091884349117095,18.590557132198732,1.0
18.989467817860152,18.490143067596748,1.0
18.88622249736737,18.384702101297247,1.0
19.02800869223959,18.52437746869077,1.0
19.05216419237189,18.55371865385184,1.0
18.98354869146689,18.47303230860008,1.0
18.961163585362375,18.454642753997465,0.999
18.897638377240824,18.394936716695387,0.999
19.16020227776047,18.643493600486476,1.0
18.955217907348704,18.44279482466946,1.0
